Company_name,Trading_name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change Percentage,52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
Olympic Accessories Limited,OAL,11.30,11.30,3:45 PM,10.80 - 11.40,0.4,4.21,3.67%,10.00 - 18.00,10.80,"379,978.00",10.90,237,10.90,"1,847.844","2,500.00","25 Jun, 2015","1,695.27",Equity,10.0,1,"169,526,982",Engineering,"Saiham Sky View Tower ( 5th floor), 45, Bijoy Nagar, Dhaka-1000.",+88-02 8392458,+88-02 8392459,info@olympicaccessoriesbd.com,http://www.olympicaccessoriesbd.com,Md. Habibullah,01612290633,02-8392458-109,mhullah76@gmail.com
Oimex Electrode Limited,OIMEX,18.90,18.90,3:45 PM,18.90 - 19.20,-0.3,3.98,-1.56%,16.10 - 31.00,18.90,"210,202.00",19.20,173,19.20,"1,288.028","1,700.00","06 Nov, 2017",670.85,Equity,10.0,1,"67,084,781",Engineering,"225/1, New Elephant Road, (1st floor), Dhaka -1205.",+ 88 02 9665272,+ 88 02 9661252,contact@oimexelectrodes.com,http://www.oimexelectrodes.com,Md. Suzzal Hossain Sajal,+88 01673200206,88-02-9665272,sajalislam7@gmail.com
Olympic Industries Ltd.,OLYMPIC,114.00,114.00,3:45 PM,113.30 - 115.10,-1.6,11.93,-1.38%,113.30 - 221.00,115.10,"104,625.00",115.60,747,115.60,"23,112.935","2,000.00",,"1,999.39",Equity,10.0,1,"199,938,886",Food & Allied,"Amin Court (6th Floor), 62 - 63, Motijheel C/A, Dhaka - 1000.",'+880-2223380238       +880-9606565228,'+880-2223387485,secretariat2@olympicbd.com,http://www.olympicbd.com,Md. Nazimuddin,+880-1713065282,'+880-9606565228 Ext.-6123,nazimuddin@olympicbd.com
One Bank Limited,ONEBANKLTD,10.30,10.10,3:45 PM,10.10 - 10.30,0.1,8.87,0.98%,10.10 - 20.90,10.10,"875,104.00",10.20,269,10.20,"9,527.213","10,000.00",,"9,340.40",Equity,10.0,1,"934,040,456",Bank,"2/F HRC Bhaban, 46,Kawran Bazar C.A., Dhaka-1215.","88-02-9118161 Ext: 250, 251,252",88-02-9134794,share@onebank.com.bd,http://www.onebank.com.bd,Mr. John Sarkar,01730353507,88-02-9118161 Ext 500,john.sarkar@onebank.com.bd
Orion Infusion Ltd.,ORIONINFU,107.80,107.80,3:45 PM,106.20 - 108.60,-0.5,83.20,-0.46%,69.50 - 117.00,108.50,"777,033.00",108.30,"1,336",108.30,"2,204.962","1,000.00",,203.60,Equity,10.0,1,"20,359,760",Pharmaceuticals & Chemicals,"Orion House (2nd Floor), 153-154, Tejgaon 1/A, Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orioninfusion.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
Orion Pharma Ltd.,ORIONPHARM,78.40,78.40,3:45 PM,77.60 - 78.90,-0.7,41.59,-0.88%,56.70 - 117.60,77.70,"533,877.00",79.10,729,79.10,"18,509.400","5,000.00","20 Mar, 2013","2,340.00",Equity,10.0,1,"234,000,000",Pharmaceuticals & Chemicals,"Orion House, 153-154, Tejgaon I/A,Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orionpharmabd.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
Padma Islami Life Insurance Limited,PADMALIFE,46.80,46.80,3:45 PM,46.80 - 51.00,-0.9,3.79,-1.89%,32.30 - 59.50,48.50,"80,329.00",47.70,131,47.70,"1,854.576","1,000.00",,388.80,Equity,10.0,1,"38,880,000",Insurance,"Padma Life Tower, 115, Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1001.","48311809, 48316529,  48316813, 48313487, Ext. 147",02-9354647,info@padmaislamilife.com,http://www.padmaislamilife.com,Shakhawat Hossain,01915601357,48311809  Ext. 147,share@padmaislamilife.com
Padma Oil Co. Ltd.,PADMAOIL,210.00,210.00,3:45 PM,208.00 - 211.00,-1,1.69,-0.47%,199.50 - 257.00,208.10,"8,075.00",211.00,62,211.00,"20,727.110","1,000.00",,982.33,Equity,10.0,1,"98,232,750",Fuel & Power,"PADMA BHABAN, Strand Road, Sadarghat,rnChattogram-4000","02333354235-7, 02333357748,02333357749",031-618375+ 031635524,share@pocl.gov.bd,http://www.pocl.gov.bd,Noman Ahmed Taffader,01777703317,031-614235-7 Ext.224,numonpocl@gmail.com
Paper Processing & Packaging Limited,PAPERPROC,168.30,168.30,3:45 PM,165.90 - 169.70,-0.9,32.20,-0.53%,118.00 - 319.90,165.90,"193,454.00",169.20,775,169.20,"1,768.072",250.00,"13 Jun, 2021",104.50,Equity,10.0,1,"10,449,600",Paper & Printing,"Corporate Office: Magura Group, Plot#314/A, Road#18, Block E, Bashundhara R/A, Dhaka-1229  Commercial Office: BCIC Bhaban (10th Floor), 30-31 Dilkusha C/A, Dhaka-1000",+880-2-8401883-7,+880-2-8401887,ppp@maguragroup.com.bd,http://www.pppl.com.bd,Md. Mustafizur Rahman,'01847091027,"+880-2-8401883-6, Ext-702",secretary@bdg.com.bd
Paramount Insurance Company Ltd.,PARAMOUNT,45.10,45.10,3:45 PM,44.40 - 46.90,-0.2,2.00,-0.44%,43.10 - 102.50,46.90,"44,682.00",45.30,130,45.30,"1,842.123",600.00,,406.65,Equity,10.0,1,"40,664,966",Insurance,"House # 22 (Level # 3&4), Road # 113/ArnGulshan-2  Dhaka-1212","0255049824-30, '02-55049826",02-55049823,picl@paramountgroupbd.com,http://www.paramountinsurancebd.com,Zharna Parul,01712925205,02-55049825,zharnaalamgir@gmail.com
Pacific Denims Limited,PDL,11.80,11.80,3:45 PM,11.40 - 11.80,0.2,21.91,1.72%,11.00 - 19.90,11.40,"1,888,338.00",11.60,482,11.60,"2,129.182","2,000.00","07 Feb, 2017","1,853.50",Equity,10.0,1,"183,550,143",Textile,"Bashoti Aristocrats, Plot-6, D-3 (3rd Floor), SW(H), Gulshan Avenue, Gulshan-1, Dhaka-1212.",+88-02-58817882,+88029891710,info@pacificgroupbd.com,http://www.pgbd.org,Md. Sorhab Ali,01726173810,+880258817882 Ext. 260,sorhab@pacificgroupbd.com
The Peninsula Chittagong Limited,PENINSULA,27.60,27.60,3:45 PM,27.10 - 27.90,0,10.84,0.00%,21.80 - 44.90,27.10,"395,749.00",27.60,387,27.60,"3,275.204","3,000.00","15 Jun, 2014","1,186.67",Equity,10.0,1,"118,666,800",Travel & Leisure,"Bulbul Centre, 486/B, O.R. Nizam RoadrnCDA Avenue, Chittagong- 4100.",+88-31-285-860-9 (Ext-4105-4109),+88-031-632506,ipoinfo@peninsulactg.com,http://www.peninsulactg.com/investors,Mohammed Nurul Azim,01819395139,+88-31-285-860-9 (Ext.-4105),cs@peninsulactg.com
Peoples Insurance Company Ltd.,PEOPLESINS,37.50,37.50,3:45 PM,37.30 - 40.40,-0.5,6.81,-1.32%,37.30 - 69.90,40.40,"181,570.00",38.00,219,38.00,"1,755.600","2,000.00",,462.00,Equity,10.0,1,"46,200,000",Insurance,"Peoples Insurance Bhaban(15th Floor) 36, Dilkusha C/A, Dhaka-1000","9564166 (Auto Hunting), 9578319-20",02-9564795,peoples@peoplesinsurancebd.com,http://www.peoplesinsurancebd.com,Mr. Sk. Md. Sarfaraz Hossain ACS,01817296784,"PABX-9564166 (Auto Hunting), Ext. No.-103",secretary@peoplesinsurancebd.com
Phoenix Finance 1st Mutual Fund,PF1STMF,9.90,9.90,3:45 PM,9.50 - 10.00,0.3,2.02,3.13%,8.10 - 12.40,9.50,"208,873.00",9.60,151,9.60,576.000,-,,600.00,Mutual Fund,10.0,1,"60,000,000",Mutual Funds,"Green City Edge (4th floor)rn89, Kakrail, Dhaka- 1000",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
Pharma Aids,PHARMAID,806.10,800.20,3:45 PM,783.40 - 807.60,10.8,23.64,1.36%,414.00 - 905.00,805.00,"29,511.00",795.30,556,795.30,"2,481.336",50.00,,31.20,Equity,10.0,1,"3,120,000",Pharmaceuticals & Chemicals,"345, Segun Bagicha (1st Floor), Ramna, Dhaka - 1000","+88 02 222220741, 222227742-43",,pal.hinfo@gmail.com,http://www.pharmaaids.com,K. H. Reza (FCS),01779280900,"+88 02 222220741, 222227742-43",pal.hinfo@gmail.com
Phoenix Insurance Company Ltd.,PHENIXINS,38.80,38.80,3:45 PM,37.30 - 39.50,0.8,2.24,2.11%,37.00 - 69.70,38.00,"59,172.00",38.00,219,38.00,"1,532.980","1,000.00",,403.42,Equity,10.0,1,"40,341,572",Insurance,"1/A (1st Floor), Dilkusha C/A, Dhaka - 1000, AndrnShare Office-Phoenix Bhaban (4th Floor),12 Dilkusha C/A  Dhaka-1000",223383609-12,880-2-9563576,mail@phoenixinsurance.com.bd,http://www.phoenixinsurance.com.bd,Mr. Md. Rafiqur Rahman,01713-461044,"9593609, Ext.-110",rafiqur.rahman@gmail.com
Phoenix Finance and Investments Ltd.,PHOENIXFIN,16.50,16.50,3:45 PM,16.20 - 16.60,0,0.91,0.00%,16.20 - 34.80,16.20,"55,476.00",16.50,51,16.50,"2,736.924","3,000.00",,"1,658.74",Equity,10.0,1,"165,874,195",Financial Institutions,"Eunoos Centre(Level-11), 52-53 Dilkusha C/A, Dhaka-1000.rnAndrnShare Department, rnPhoenix Bhaban (2nd Floor)rn12, Dilkusha C/A, Dhaka-100","02223389007-10, 02223350617",02223387787,mail@phoenixfinance.com.bd,http://www.phoenixfinance.com.bd,"Mr. Mohammad Sayduzzaman FCA, FCS",88-01713039693,02223350617,zamanfca@gmail.com
PHP First Mutual Fund,PHPMF1,5.20,5.20,3:45 PM,5.10 - 5.30,0,1.00,0.00%,5.10 - 7.80,5.20,"192,928.00",5.20,71,5.20,"1,465.845",-,,"2,818.93",Mutual Fund,10.0,1,"281,893,264",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
Pioneer Insurance Company Ltd.,PIONEERINS,71.40,71.40,3:45 PM,69.80 - 73.40,0.2,8.34,0.28%,69.80 - 152.60,71.20,"118,988.00",71.20,279,71.20,"6,028.971","1,000.00",,846.77,Equity,10.0,1,"84,676,556",Insurance,"Rangs Babylonia (5th Floor),246, Bir Uttam Mir Shawkat Sarak, Tejgaon, Dhaka-1208",88-02-8878901 (Hunt.),88-02-8878913,piclho@gmail.com,http://www.pioneerinsurance.com.bd,S.M. Mizanur Rahman,01711682216,88-02-8878901-102,mizanpicl@gmail.com
Popular Life First Mutual Fund,POPULAR1MF,5.20,5.20,3:45 PM,5.10 - 5.20,0,1.08,0.00%,5.00 - 7.40,5.20,"209,565.00",5.20,101,5.20,"1,555.263",-,,"2,991.00",Mutual Fund,10.0,1,"299,089,027",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
Popular Life Insurance Co. Ltd.,POPULARLIF,63.80,64.80,3:45 PM,63.20 - 65.30,-0.1,2.67,-0.16%,62.50 - 106.70,65.20,"41,365.00",63.90,153,63.90,"3,861.372","5,000.00",,604.28,Equity,10.0,1,"60,428,358",Insurance,"Peoples Insurance Bhaban ( 16th &17th Floor),36, Dilkusha C/A, Dhaka-1000",02223357534-38,02223390880,popularliclbs@gmail.com,http://www.popularlifeins.com,Mostofa  Helal  Kabir,01713242040,88-02-9577534-38  Ext. : 132,popularliclbs@gmail.com
Power Grid Company of Bangladesh Ltd.,POWERGRID,53.40,53.40,3:45 PM,51.70 - 53.70,0.7,26.17,1.33%,48.80 - 80.60,51.70,"496,529.00",52.70,651,52.70,"37,560.712","100,000.00",,"7,127.27",Equity,10.0,1,"712,726,991",Fuel & Power,"Registered office: PGCB Bhaban, Avenue- 3, Jahurul Islam city, Aftabnagar, Badda, Dhaka- 1212.","55046730  Ext.-123 & 124, Cell-01713850344",55046722,share.cs@pgcb.gov.bd,http://www.pgcb.gov.bd,Md. Jahangir Azad,1755639570,55046730 Ext.-123,jahangirazad1972@gmail.com &  secretary.cs@pgcb.gov.bd
Pragati Insurance Ltd,PRAGATIINS,56.80,56.80,3:45 PM,56.50 - 58.50,-0.8,1.87,-1.39%,56.00 - 100.50,56.50,"33,067.00",57.60,96,57.60,"3,778.003","2,000.00",,655.90,Equity,10.0,1,"65,590,329",Insurance,"Pragati Insurance Bhaban, 20-21, Kawran Bazar (14th, 15th & 16th Floor), Dhaka-1215.","+88-02-55012680-2(PABX), Ext. -173",,info@pragatiinsurance.com,http://www.pragatiinsurance.com,Syed Anisul Hoque,01911-309436,"+88-02-55012680-2(PABX), Ext. -173",anis@pragatiinsurance.com
Pragati Life Insurance Ltd.,PRAGATILIF,69.00,67.20,3:45 PM,67.20 - 70.50,0.5,1.19,0.73%,67.20 - 123.00,70.50,"17,534.00",68.50,59,68.50,"2,103.162","1,000.00",,307.03,Equity,10.0,1,"30,703,102",Insurance,"Pragati Insurance Bhaban (6th floor), 20-21 Kawran Bazar, Dhaka-1215.",8189184-8,9124024,cs@pragatilife.com,http://www.pragatilife.com,"Jagadish Kumar Bhanja, FCS",01814650723,8189184-8 (606),jkbhanja@pragatilife.com
Premier Bank Ltd.,PREMIERBAN,12.90,12.90,3:45 PM,12.70 - 12.90,0,10.14,0.00%,12.30 - 18.00,12.70,"791,691.00",12.90,261,12.90,"14,801.174","15,000.00",,"11,473.80",Equity,10.0,1,"1,147,377,800",Bank,"Iqbal centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka-1213","+88-02-222274844-8, Ext-250",+88 02 -222274832-3,investorsrelation@premierbankltd.com,http://www.premierbankltd.com,"Mohammad Akram Hossain, FCS",01985552847,02222274809,akram.hossain@premierbankltd.com
Premier Cement Mills Limited,PREMIERCEM,45.10,45.10,3:45 PM,44.10 - 46.80,0.2,7.78,0.45%,44.10 - 98.40,46.80,"174,046.00",44.90,350,44.90,"4,734.705","5,000.00","03 Mar, 2013","1,054.50",Equity,10.0,1,"105,450,000",Cement,"TK Bhaban (12th Floor) 13, Kawran Bazar, Dhaka-1215",880255012191-8,880255012088-9,corporate.affairs@premiercement.com,http://premiercement.com,Kazi Md. Shafiqur Rahman,01714-003195,880255012191-8,shafiq.rahman@premiercement.com
Premier Leasing & Finance Limited,PREMIERLEA,7.00,7.00,3:45 PM,6.90 - 7.10,0,1.89,0.00%,6.00 - 14.60,7.10,"272,393.00",7.00,159,7.00,930.791,"3,000.00",,"1,329.70",Equity,10.0,1,"132,970,210",Financial Institutions,"Happy Rahman Plaza (5th Floor)rnBangla Motor Crossingrn25-27 Kazi Nazrul Islam Avenue, Dhaka-100",+880-2-09666777880 +880-2-41060022,+880-2-41060033,info@premierleasing.com.bd,http://www.premierleasing.com.bd,Mr. Subash Chandra Moulick FCS,01818618990,+880-2-09666777880 Ext-2031,secretary@premierleasing.com.bd
Prime Bank 1st ICB AMCL Mutual Fund,PRIME1ICBA,7.80,7.80,3:45 PM,7.80 - 7.80,-0.1,-,-1.27%,6.60 - 8.50,7.80,51.00,7.90,2,7.90,790.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Green City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
Prime Bank Ltd.,PRIMEBANK,18.80,18.90,3:45 PM,18.50 - 19.00,0.1,0.42,0.53%,18.50 - 24.80,18.60,"22,414.00",18.70,45,18.70,"21,173.701","25,000.00",,"11,322.80",Equity,10.0,1,"1,132,283,477",Bank,"Simple Tree, Anarkali (8th floor), 89, Gulshan Avenue, Dhaka-1212                                               Share Office: Adamjhee Court, Annex Building- 2 (2nd floor), 119-120, Motijheel","(8802) 55068684, 88-02-9567265 Ext-261,235.",88 - 02 - 55068685,investors.relation@primebank.com.bd,https://www.primebank.com.bd/,Tanvir A Siddiqui,+880 1611027910,+8802 9513229,cosecy@primebank.com.bd
Prime Finance & Investment Ltd.,PRIMEFIN,11.40,11.40,3:45 PM,11.20 - 11.50,0,6.86,0.00%,10.00 - 20.90,11.50,"609,454.00",11.40,221,11.40,"3,111.248","3,000.00",,"2,729.16",Equity,10.0,1,"272,916,483",Financial Institutions,"PFI Tower, (5th & 6th Floor), 56-57 Dilkusha Commercial Area, Dhaka-1000",88-02-9563883,88-02-9563692,mohsin@primefinancebd.com,http://www.primefinancebd.com,Md. Mohsin Reza Khan,01755-543411,88-02-9563883 (Ext.: 106),mohsin@primefinancebd.com
Prime Insurance Company Ltd.,PRIMEINSUR,84.40,84.40,3:45 PM,84.40 - 87.80,-1.7,0.75,-1.97%,47.10 - 154.70,87.80,"8,887.00",86.10,13,86.10,"3,519.553","1,000.00",,408.77,Equity,10.0,1,"40,877,498",Insurance,"Unique Heights (9th Floor), 117, Kazi Nazrul Islam Avenue, Dhaka- 1000",+8802-55138659-62,+8802-55138658,ehkhan@prime-insurance.net,http://www.prime-insurance.net,Enamul Haque Khan,+8801730007348,+8802-55138659-62 Ext: 336,ehkhan@prime-insurance.net
Prime Islami Life Insurance Ltd.,PRIMELIFE,54.50,54.30,3:45 PM,53.10 - 54.90,0.5,0.69,0.93%,53.00 - 92.70,53.20,"12,694.00",54.00,56,54.00,"1,648.092",500.00,,305.20,Equity,10.0,1,"30,520,230",Insurance,"Gause Pak Bhaban (13th Floor),28/G/1, Toyenbee Circular Road, Motijheel  C/A, Dhaka-1000","41070180, 41070181, 41070182, 41070183",88-02-41070179,pilil@primeislamilife.com,http://www.primeislamilife.com,Mr. Abul Hasnat Mohammed Shamim,+8801707213979,41070180-83 (Ext. 433),companysecretary@primeislamilife.com
Prime Textile Spinning Mills Limited,PRIMETEX,42.50,42.50,3:45 PM,40.30 - 43.00,1.4,103.35,3.41%,18.60 - 44.20,40.30,"2,487,334.00",41.10,"2,482",41.10,"1,570.020","1,500.00",,382.00,Equity,10.0,1,"38,200,000",Textile,"Sena Kalyan Bhaban, 8th Floor, 195, Motijheel C/A, Dhaka - 1000","9564851-2, 9564856",9564857,ripon5475@yahoo.com,http://www.primegroup.com.bd,Mr. Manzurul Hassan Talukder,01912129467,"9564851-2, 9564856 Ext. - 124",dir-proc@primegroup.com.bd
Progressive Life Insurance Co. Ltd.,PROGRESLIF,78.40,78.40,3:45 PM,78.40 - 78.40,-1.6,0.08,-2.00%,70.70 - 128.10,78.40,"1,001.00",80.00,2,80.00,"1,331.453",750.00,,166.43,Equity,10.0,1,"16,643,168",Insurance,"National Scout Bhaban, (5th - 8th Floor), 60, Anjuman Mofidul Islam Road (Old:70/1 Inner Circular Road), Kakrail, Dhaka-1000","880-2-9341277,  9350301, 8322094, 9348530, Mobile: 01713 430000",880-2-8315373,progress@bdcom.com,http://www.progressivelife.com.bd,Md. Johir Uddin,01711 393838,104 (ext.),md.johiruddin1972@gmail.com
Provati Insurance Company Limited,PROVATIINS,58.00,58.00,3:45 PM,57.70 - 59.60,-0.8,28.64,-1.36%,57.70 - 195.00,57.70,"495,106.00",58.80,746,58.80,"2,043.413","1,250.00",,347.52,Equity,10.0,1,"34,751,929",Insurance,"107, Motijheel C/A, Khan Mansion, (11th Floor),  Dhaka-1000.","02-9559561, 02-9559561 Ext-31",88-02-9564455,provatiinsurance@gmail.com,http://provatiinsurance.com,Mohammed Serajul Islam,01710959918,"02-9559561, Ext-26",islams76@gmail.com
Paramount Textile Limited,PTL,78.70,78.70,3:45 PM,75.50 - 79.10,1.9,33.86,2.47%,54.30 - 109.00,75.70,"436,982.00",76.80,468,76.80,"12,505.615","5,000.00","19 Nov, 2013","1,628.34",Equity,10.0,1,"162,833,532",Textile,"House No. # 22, (Level 2, 5-7), Road No. # 113/ArnGulshan 2, Dhaka 1212","0088-02- 55049833-37 & 39 , '0088-02-55049841, 0170-9631430",88-02-55049838,share@paramountgroupbd.com,http://www.paramountgroupbd.com,Md. Robiul Islam FCS,01713-236107,0088-02- 55049833-37 & 39 (366),secretary@paramountgroupbd.com
Pubali Bank Ltd.,PUBALIBANK,26.00,25.90,3:45 PM,24.80 - 26.00,0.7,1.31,2.77%,23.10 - 31.00,25.00,"51,056.00",25.30,88,25.30,"26,015.844","20,000.00",,"10,282.90",Equity,10.0,1,"1,028,294,218",Bank,"Pubali Bank Bhaban, 26, Dilkusha C/A, Dhaka - 1000","9551614, Ext.-227",88 02 9564009,info@pubalibankbd.com,http://www.pubalibangla.com,Mr. Zahid Ahsan,01716-381624,"9564012, 9551614 Ext.-343",zahidahsan.za@gmail.com
Quasem Industries Ltd.,QUASEMIND,59.30,59.30,3:45 PM,58.30 - 61.70,-0.1,18.65,-0.17%,43.50 - 72.10,61.70,"317,332.00",59.40,509,59.40,"4,319.957","2,000.00",,727.27,Equity,10.0,1,"72,726,541",Engineering,"ICON CENTRE, (LEVEL-4, 6 & 9), 57/4 PROGATI SHARANIrnNORTH BARIDHARA, DHAKA-1212","01914900046, '09612007700",,jahangir_h@quasemgroup.com,http://www.quasemindustries.com,Darul Awam Tuhin,+880 1313009844,09612007700 EXTN:608,tuhin.cs@quasemgroup.com
Queen South Textile Mills Limited,QUEENSOUTH,25.30,25.30,3:45 PM,24.40 - 25.50,0.5,31.87,2.02%,21.50 - 36.70,25.40,"1,273,944.00",24.80,880,24.80,"3,570.298","2,000.00","13 Mar, 2018","1,439.64",Equity,10.0,1,"143,963,622",Textile,"Plot # 85-88, DEPZ, Extesion ArearnSavar, Dhaka",+8809617775555,+88027790216,info@qstmills.com,http://www.qstmills.com,MD.Massum Rana,1730027955,+8809617775555-Ext 8039,massum@qstmills.com
Rahima Food Corporation Limited,RAHIMAFOOD,242.60,242.60,3:45 PM,238.80 - 244.90,-1,19.08,-0.41%,220.00 - 387.00,239.00,"79,259.00",243.60,563,243.60,"4,872.049",500.00,"29 Dec, 2020",200.00,Equity,10.0,1,"20,000,200",Food & Allied,"115/7/A Distillery Road, Gandaria, Dhaka-1204.","0961161 1888/3225, 47441255",,rfcl.rahimafood@gmaiI.com,http://www.rahimafood.com,,,,
Rahim Textile Mills Ltd.,RAHIMTEXT,219.70,216.00,3:45 PM,213.10 - 220.00,3.5,0.33,1.62%,210.00 - 380.00,220.00,"1,511.00",216.20,27,216.20,"2,045.183",500.00,,94.60,Equity,10.0,1,"9,459,683",Textile,"Tower-117, 117/A, Tejgaon Industrial Area, Dhaka-1208","+8809612111177-92, +880-2-8878062, +880-2-8878065",+880-2-8878064,allabj@newasiabd.com,http://www.rahimtextile.com,Md. Kamruzzaman,01709998863,"+8809612111177-92 Ext.-185, +880-2-8878062, +880-2-8878065",kamruzzaman@knitasia.com
RAK Ceramics (Bangladesh) Limited,RAKCERAMIC,44.20,44.20,3:45 PM,41.60 - 44.40,1.8,49.51,4.25%,37.20 - 63.30,41.70,"1,160,601.00",42.40,968,42.40,"18,145.873","6,000.00",,"4,279.69",Equity,10.0,1,"427,968,701",Ceramics Sector,"RAK Tower(7th,8th &9th Floor),Plot No.1/A,Jasimuddin Avenue, Sector # 3, Uttara Model Town,Dhaka-1230.","+880-2-58957393, +8802-58952303 Ext. 146-149",+880-2-58957096,"mahmoud.khan@rakceramics.com, tayef.chowdhury@rakceramics.com",http://www.rakceramics.com/bangladesh,Muhammad Shahidul Islam FCS,+8801713240021,"+880258957393, +880258952303 Ext. 112",shahidul.islam@rakceramics.com
Rangpur Foundry Ltd.,RANFOUNDRY,164.20,165.30,3:45 PM,160.10 - 166.00,0.9,3.26,0.55%,125.70 - 231.70,160.10,"20,037.00",163.30,127,163.30,"1,633.000",200.00,,100.00,Equity,10.0,1,"10,000,000",Engineering,"PRAN Cenre, Ga-105/1, Middle Badda, Dhaka-1212",9881792 Ext-230,88-02-8837464,rfl@prangroup.com,http://www.rflbd.com,"Mohammad Aminur Rahman,FCS",01924607209,"9881792, Ext-430",ird@prangroup.com
Rangpur Dairy & Food Products Ltd.,RDFOOD,36.50,36.50,3:45 PM,36.10 - 37.80,-0.3,29.23,-0.82%,36.10 - 63.00,36.10,"802,306.00",36.80,671,36.80,"2,795.842","1,000.00",,759.74,Equity,10.0,1,"75,973,957",Food & Allied,"Head Office : 22/19, Khiljee Road, Mohammadpur, Dhaka-1207",88-02- 41023118,88-02-9114865,corporate@rdmilk.org,http://www.rdmilk.org,,,,
Reckitt Benckiser(Bd.)Ltd.,RECKITTBEN,"4,753.00","4,743.00",3:45 PM,"4,720.00 - 4,775.00",-17,3.30,-0.36%,"4,400.00 - 6,223.00","4,775.00",697.00,"4,770.00",155,"4,770.00","22,538.250",250.00,,47.25,Equity,10.0,1,"4,725,000",Pharmaceuticals & Chemicals,"The Glass House, 9th & 10th floor, Plot # 02, Block # SE- (B), 38, Gulshan Avenue, Dhaka-1212.","+88-02-222290770,71 &72, Ext-119",+88-02-222290769,anisur.rahman2@rb.com,https://www.reckitt.com/about-us/rb-bangladesh/,Mohammad Nazmul Arefin,,,nazmul.arefin@rb.com
Regent Textile Mills Limited,REGENTTEX,9.90,9.90,3:45 PM,9.80 - 10.00,0,4.45,0.00%,8.20 - 17.50,9.90,"449,930.00",9.90,197,9.90,"1,273.260","1,500.00","14 Dec, 2015","1,286.12",Equity,10.0,1,"128,612,137",Textile,"H G. Tower, 1182, Jubilee Road, Chattogram- 4000, Bangladesh","+88 031 2868841-3, +88031 671170, 672024, 671439",+88 031 2868207.,cs@regenttex.com,http://www.regenttex.com,Md. Riajul Hoque Sikder FCS,01730700417,+88031-2868841-3 Ext. 308,reaz@regenttex.com
Reliance One the first scheme of Reliance Insurance Mutual Fund,RELIANCE1,10.80,10.80,3:45 PM,10.80 - 10.90,0,0.94,0.00%,10.50 - 14.00,10.80,"86,850.00",10.80,12,10.80,653.400,-,,605.00,Mutual Fund,10.0,1,"60,500,000",Mutual Funds,"AIMS of Bangladesh Limited, Unique Trade Centre (UTC), Level-6 (SW), 8 Panthopath,Karwan Bazar, Dhaka-1215.",48120558-9,48112652-3,hello@aims-bangladesh.com,http://www.aims-bangladesh.com,,,,
Reliance Insurance Ltd.,RELIANCINS,54.70,54.90,3:45 PM,54.70 - 55.90,-1.1,1.64,-1.97%,54.70 - 114.00,55.80,"29,907.00",55.80,78,55.80,"5,867.989","2,000.00",,"1,051.61",Equity,10.0,1,"105,161,087",Insurance,"SHANTA WESTERN TOWER (LEVEL-5)rn186 BIR UTTAM MIR SHAWKAT ALI SHORAKrnTEJGAON I/A, DHAKA-1208","+88-01714014895, '+88-02-8878836-44 EXT: 504",+88-02-8878831-2,info@reliance.com.bd,http://www.reliance.com.bd,MOHAMMAD MAMUNUR RASHID,+88-01713440953,088-02-8878836-44 EXT: 103,rashid@reliance.com.bd
Renata Ltd.,RENATA,"1,304.90","1,304.90",3:45 PM,"1,300.40 - 1,309.00",-0.9,11.52,-0.07%,"1,282.00 - 1,485.00","1,303.90","8,827.00","1,305.80",369,"1,305.80","139,972.597","2,500.00",,"1,071.93",Equity,10.0,1,"107,192,983",Pharmaceuticals & Chemicals,"Plot # 1, Milk Vita Road, Section-7, Mirpur, Dhaka - 1216.","8001450, 8001454",880-2-8001446,renata@renata-ltd.com,http://www.renata-ltd.com,Md. Jubayer Alam,01819-256611,"8001450-54, ext:201",jubayer@renata-ltd.com
